episode_number,episode_title,episode_duration,episode_synopsis,original_airdate,american_airdate,url,season_id,series_id
10,"Sit Tight, Chiaotzu! Tien's Screaming Tri-Beam!",30,"Nappa faces off against the Z Fighters and proves to be a formidable opponent. During Nappa's attack, Tien loses his arm. In an act of desperation, Chiaotzu attaches himself to Nappa's back and sacrifices himself using a kamikaze technique, but Nappa is unharmed by it. Grief stricken by Chiaotzu's sacrifice, Tien uses his Tri-Beam technique on Nappa, but this also fails, and Tien dies of exhaustion as a result. With the Z Fighters now down three, the team can do nothing but hope for Goku's arrival, which is expected in three hours. The Saiyans soon learn of this trump card and scoff at the notion that any one new fighter could change the course of the battle, until Krillin informs the duo of Goku's special training. Intrigued by the possibility of challenging a newly strengthened Goku, Vegeta issues a three-hour reprieve to wait for Goku to arrive. ",7-Jun-09,2-Jun-10,https://drive.google.com/file/d/1fK7PSVJW7uomxBacIkXaVLc20-oITRoY/preview,40,3
11,Will Goku Make it in Time?! Three Hours Until the Battle Resumes!,30,"Goku fails to arrive within the three-hour reprieve and the battle with the Saiyans recommences. At that moment however, Goku finally reaches the end of Snake Way, is teleported back to Earth by Kami, and flies straight to the battlefield on the Nimbus Cloud. Upon sensing Goku's impending arrival on his scouter and discovering that Goku's power level is now far greater than before, Vegeta orders Nappa to kill the remaining Z Fighters, including Piccolo. The Saiyans reveal that they came to Earth for the specific purpose of obtaining and using Earth's Dragon Balls, which they learned about by monitoring Raditz's conversations while he was on Earth. Vegeta says that he and Nappa can later go to Planet Namek and use the original Namekian Dragon Balls to wish for immortality for Vegeta, since Earth's Dragon Balls have already been recently used. Nappa fires a powerful ki blast at Gohan, but Piccolo jumps in the way at the last second to shield Gohan from the blast. ",14-Jun-09,3-Jun-10,https://drive.google.com/file/d/1cbQpa6BicpcsGVIRWL_lz2rYhW1ZGLYc/preview,40,3
12,"Farewell, Piccolo! Goku's Furious Counterattack!",30,"Piccolo dies from Nappa's ki blast, resulting in Kami's death and the destruction of Earth's Dragon Balls. However, Goku finally arrives at the battlefield just in time to save Gohan and Krillin. After healing the two with a Senzu bean from Korin, Goku engages Nappa in battle. Despite the mighty Nappa's efforts, it quickly becomes clear that he is no match for Goku's new level of power. Realizing this, Vegeta finally decides to step into the fight. ",21-Jun-09,7-Jun-10,https://drive.google.com/file/d/1h_oV3gUGPg2c6y2IAuyiMhJ5KIthSPUF/preview,40,3
13,The Power of the Kaio-Ken! Goku vs. Vegeta!,30,"With Vegeta ready to enter the fight, Nappa realizes that he has lost, and prepares to attack Gohan and Krillin. However, Goku disables Nappa by using his new Kaio-ken technique. With his partner now useless, Vegeta launches Nappa into the sky and mercilessly kills him with a powerful ki blast. Goku tells Gohan and Krillin to leave so he can fight Vegeta without distraction. After moving to a new battleground, the last two Saiyans begin their epic battle. However, Vegeta is much more powerful than Nappa was, and Goku eventually realizes that even the two-times Kaio-ken isn't enough to defeat his opponent. He then decides to break his promise to King Kai and use the three-times Kaio-ken. ",28-Jun-09,8-Jun-10,https://drive.google.com/file/d/1wVInzUqU7Pbsr7fjn8YNfWWljCmyVKCG/preview,40,3
14,An All-Out Kamehame-Ha! Vegeta's Terrible Transformation!,30,"Goku powers up with the three-times Kaio-ken and attacks Vegeta with his increased power and speed. Vegeta is filled with rage as he's realized that Goku's power level exceeds his own, so he attempts to destroy Earth with his Galick Gun technique. Goku counters this with the Kamehameha blast and overcomes Vegeta's blast by using the four-times Kaio-ken. Vegeta then searches for the moon to transform into a Great Ape and increase his power level. Realizing the moon has been destroyed, Vegeta releases a ball of ki that simulates the moon, and absorbs its Blutz Waves to transform into a Great Ape, which multiplies his power level by 10. Krillin and Gohan sense Vegeta's increased power and decide to return to help Goku. ",5-Jul-09,9-Jun-10,https://drive.google.com/file/d/16PQbGf_F6gvvEFWuXEGKNr3F4RFX-1O6/preview,40,3
15,Goku on the Ropes! Pin Your Hopes on the Spirit Bomb!,30,"Goku uses Tien's Solar Flare technique to blind the Great Ape Vegeta in order to buy time to create a Spirit Bomb, but Vegeta attacks Goku the instant he finishes gathering ki. Even in his battered state, Goku manages to wound Vegeta's eye, but he ends up with Vegeta crushing him in his hand and breaking most of his body and bones in the process. While hiding, Gohan and Krillin watch the fight and try to come up with a plan to cut off Vegeta's tail. They fail, but Yajirobe seizes an opening and severs Vegeta's tail with his sword, forcing Vegeta to revert into his original form. Vegeta then angrily confronts Gohan, who is reluctant to fight at first, until he gets support from Goku. Goku then entrusts Krillin with the remaining ki from the Spirit Bomb.",12-Jul-09,10-Jun-10,https://drive.google.com/file/d/15-R0eo3Bq_x3Niqevxr1KAen6q3GZLxj/preview,40,3
16,"Defeat the Invincible Vegeta! Work a Miracle, Gohan!",30,"Krillin throws the Spirit Bomb at Vegeta, but the Saiyan Prince manages to dodge it at the last second. Following Goku's advice, Gohan rebounds the Spirit Bomb back at Vegeta, though, surprisingly, Vegeta survives the hit. Before Vegeta can finish the Z Fighters off, however, Gohan's tail suddenly grows back, and he transforms into a Great Ape, thanks to the artificial moon Vegeta had created earlier. After being thrashed around by the Great Ape, Vegeta cuts Gohan's tail off in mid-air, but Gohan falls on top of him as he turns back to normal, crushing the Saiyan Prince to the brink of death. Finally defeated, Vegeta summons his space pod and attempts to escape, but Krillin grabs Yajirobe's sword and prepares to finish Vegeta off. ",19-Jul-09,14-Jun-10,https://drive.google.com/file/d/1jYSqAwU3uOloDIA-AFAQWi7BNS9eD_PA/preview,40,3
17,Dawn of the Fierce Battle! The Star of Hope is Piccolo's Homeland!,30,"Before Krillin deals the final blow to Vegeta, Goku intercedes. He asks Krillin to allow Vegeta to live, as Goku wishes to train harder and challenge Vegeta again in honorable combat. Krillin reluctantly agrees and Vegeta leaves Earth. Master Roshi, Bulma, Chi-Chi, and Korin fly to where Goku, Gohan, and Krillin are. They gather their injured, and the bodies of their deceased friends, and set off to the hospital. Krillin informs them that Kami is a Namekian, and that the planet Namek should have more inhabitants able to create Dragon Balls. After brainstorming on how to get there in a reasonable amount of time, they realize that Nappa's space pod is still a working vessel. Bulma decides to run it through some tests and see if it's still viable. ",2-Aug-09,15-Jun-10,https://drive.google.com/file/d/11ZkPgzuQ1-lSkHZpnShHGaoXVOd1q__z/preview,40,3
18,The Ship Resting in Yunzabit! Time to Blast Off for Planet Namek!,30,"Goku, Krillin, and Gohan are in the hospital recovering from the battle with Vegeta. Their friends and family come visit. When the television is turned on, they see a report about Nappa's space pod. Bulma presses a button on the spaceship's remote control which she thinks will summon it to them, but instead it self-destructs the pod. Before everyone gives up hope, Mr. Popo arrives, and tells them that he knows of another spaceship. It's the Namekian ship that Kami used to come to earth when he was a boy. Bulma reluctantly agrees to inspect it up in Yunzabit Heights with him. They realize the craft is voice-activated in the native Namekian language. Bulma converts the language to English in a few weeks and learns how to use the ship; Gohan and Krillin deciding to accompany her on her journey to Planet Namek in search for the Namekian Dragon Balls. ",9-Aug-09,16-Jun-10,https://drive.google.com/file/d/1TBG8zo2ylYN0lbftrb-JN8DpiJuhLY6i/preview,40,3
19," Powerful New Foe! Frieza, Ruler of the Universe!",30,"While on their month-long journey to Namek, Gohan and Krillin practice image training. Meanwhile, Vegeta has landed on Planet Frieza No. 79, and after being healed from the injuries sustained on Earth, Kui tells him Frieza is currently on Namek attempting to retrieve the Dragon Balls. Vegeta is incensed and decides to chase Frieza to Namek to try to use the Dragon Balls for himself. After 30 days aboard Kami's old spaceship, Bulma, Krillin, and Gohan arrive on Namek. Bulma uses her radar and notices that four of the seven Dragon Balls are together already. Gohan senses an evil presence, but Bulma is more optimistic and believes that the Namekians probably are the ones who have them. They notice Vegeta's space pod fly overhead and land in the distance, along with a second space pod shortly thereafter. Vegeta is not too thrilled to find out that Frieza's henchmen Zarbon and Dodoria are accompanying Frieza. ",16-Aug-09,17-Jun-10,https://drive.google.com/file/d/1dLUe0UOKWBo-ieSiAFmad0PqVPpFzZqN/preview,40,3
20,The Rebellion Against Frieza! Vegeta's Burning Ambition!,30,"Frieza continues to collect the Namekian Dragon Balls, while Vegeta goes to Frieza's ship and slaughters Kui. Meanwhile, Krillin and Gohan battle more of Frieza's minions, but not before they destroy the spaceship they used to reach the planet. Back on Earth, Yajirobe delivers Korin's new batch of Senzu beans to Goku at the hospital. After eating one of the beans, making a complete recovery from his injuries in the process, Goku immediately prepares to journey towards Planet Namek himself. ",23-Aug-09,21-Jun-10,https://drive.google.com/file/d/1hfxLYG9Kih2IMtMyd64nzmUAtpvbEwE2/preview,40,3
21,Protect the Dragon Balls! The Namekians' All-Out Attack!,30,"Goku arrives at the Capsule Corporation, where Bulma's father Dr. Briefs has prepared a spaceship for him to travel to Namek in six days, and which also contains sophisticated battle training equipment, the most of important of which is an artificial gravity device which allows for increasing the gravity in the ship up to 100-times Earth gravity. Goku begins to train at 20-times Earth's gravity as he takes off for Namek. Meanwhile, the Namekians begin to fight back against Frieza's men, however Zarbon and Dodoria prove too powerful. Discovering that their people are being located via their scouters, the Namekians destroy the scouters. Dodoria, filled with rage, vows to make the locals regret the day they ever crossed Frieza. ",30-Aug-09,22-Jun-10,https://drive.google.com/file/d/1xTymH-QC3839caLAkbLmrvM7fCroETVY/preview,40,3
22,Dodoria's Terrifying Chase! A Truth Revealed to Vegeta!,30,"Krillin and Gohan save a young Namekian boy named Dende from Dodoria's attack. The three fly away and manage to hide from the pursuing Dodoria; shortly after this he is attacked by Vegeta. The two fight briefly. Dodoria begs for his life, offering to tell Vegeta the true story of his home planet's destruction. Vegeta releases Dodoria from his grip, and Dodoria reveals that it was Frieza who destroyed Planet Vegeta out of fear for the Saiyan race's potential. Vegeta is furious at being lied to and being used by Frieza, and kills a fleeing Dodoria. ",6-Sep-09,23-Jun-10,https://drive.google.com/file/d/1fpQ14evgcBPhfynaWPVsUJW0QOgFXT_z/preview,40,3
23,Vegeta's Covert Maneuvers! A Tragic Assault on the Namekians!,30,"During his time on Earth, Vegeta has learned to sense energy without needing a scouter; he senses Gohan, Krillin, and Dende in the distance. Gohan and Krillin lower their ki enough to avoid being detected further, but Dende doesn't know how to. Before Vegeta can home in on Dende's power, though, a giant Namekian fish appears, giving Vegeta the thought that it was the source of ki he detected - he has not yet completely mastered all of the subtlties of sensing energy without a scouter. He later comes across a village of 20 or so Namekians, and demands to be given the Dragon Ball. When the elder Namekian of the village denies him the Dragon Ball, Vegeta slays all the Namekians and finds the Dragon Ball in one of the huts. He then proceeds to throw it in a nearby lake so that Frieza and his men cannot find it. Meanwhile, Dende takes Krillin with him to see the Grand Elder of Namek. ",13-Sep-09,24-Jun-10,https://drive.google.com/file/d/1dO9SINyolLW6AXzPTP-8olxLTJ5ONY-B/preview,40,3
24,Friends Reborn! Zarbon's Hideous Transformation!,30,"Krillin and Dende continue their trek toward the Grand Elder's home, while Vegeta begins battling Frieza's right-hand man Zarbon. Vegeta appears to be winning when Zarbon reveals a transformation that powers him up immensely, shifting the battle in his favor. Meanwhile, King Kai informs Goku via telepathy that Yamcha, Tien, Chiaotzu, and Piccolo have arrived at his planet in the Other World to receive training, much as Goku did when he died. After learning that Frieza is the tyrant terrorizing Planet Namek, King Kai warns Goku to stay away at all costs as he fears that no one is powerful enough to defeat the mighty Frieza. ",20-Sep-09,28-Jun-10,https://drive.google.com/file/d/1FrXnrZ1jwVWCh9rDDtNvFl93g0PMcfDP/preview,40,3
25,"Power Up, Krillin! Frieza's Mounting Apprehension!",30,"Krillin and Dende arrive at the Grand Elder's location - a conspicuous tower out in the open - and are greeted by Nail, one of the strongest Namekian warriors and a bodyguard to the Elder. The Elder speaks with them about the dragon balls, his ailing health, and the need for someone to help his Namekian children. He telepathically reads Krillin's past and learns of the history of Kami, including how Piccolo is the evil portion of Kami which Kami shed in order to become the Guardian of Earth. The Elder also learns that Krillin's intentions are pure, and that he has dormant power, which the Elder awakens. Krillin's power increases dramatically and he asks the Elder if Gohan can also have his dormant power awakened, to which the Elder replies yes. Meanwhile, Zarbon reports to Frieza that he has defeated Vegeta, even though Vegeta's corpse was not found. Frieza condemns Zarbon for destroying Vegeta as he thinks Vegeta has a Dragon Ball hidden and needs Vegeta to reveal its location, so he sends Zarbon to retrieve Vegeta and bring him back to the ship to heal. Zarbon finds Vegeta still alive and places him in a rejuvenation chamber inside Frieza's spaceship. ",27-Sep-09,29-Jun-10,https://drive.google.com/file/d/1iF06bJ05cYqssCYHjgd_TI3H7peD0_pc/preview,40,3
26,The Scheme Is Shattered! Vegeta Strikes Back at Zarbon!,30,"Vegeta is fully rejuvenated and conceives a plan to steal the five Dragon Balls where Frieza has been keeping them. He severely damages the ship with a single blast and throws all five dragon balls out of the ship. Meanwhile, Krillin arrives back at the Capsule House with a Dragon Ball that the Grand Elder had given him. Both Vegeta and Zarbon have followed him; the two quickly begin battling over possession of the dragon ball. Meanwhile, Gohan heads toward the village Vegeta attacked, discovering that there is still a Dragon Ball there. Eventually, Zarbon is killed by Vegeta, and Gohan retrieves the Dragon Ball which Vegeta had hidden in the lake and begins heading back to Bulma and the camp. ",4-Oct-09,30-Jun-10,https://drive.google.com/file/d/1om8nTt5Q64Irdf1sgpy6Il-gOQKZt8It/preview,40,3
27,"A Touch-and-Go Situation! Gohan, Protect the Four-Star Ball!",30,"Krillin surrenders his Dragon Ball to Vegeta after Zarbon is killed, knowing he doesn't stand a chance against Vegeta. While returning to his stashed Dragon Balls, Vegeta senses Gohan. Gohan also senses Vegeta, so he masks his ki and hides his newly found Dragon Ball. Vegeta eventually coaxes Gohan out but doesn't see the hidden Dragon Ball. Thinking he has all seven Dragon Balls, Vegeta lets Gohan live and takes off. After returning to the nearby Namekian lake, Vegeta realizes Gohan had taken his hidden Dragon Ball and goes berserk. Meanwhile, Frieza is informed that the Ginyu Force, an elite fighting team, will be arriving shortly, bringing much needed state-of-the art scouters as well as extensive fighting strength. Goku continues his training at intense gravity levels within his spaceship. ",11-Oct-09,1-Jul-10,https://drive.google.com/file/d/1ymVxlUkhNU1rPwSm3KvDyh2OAwocqbd0/preview,41,3
28,"he Countdown to Battle Begins! Enter, The Ginyu Force!",30,"Krillin takes Gohan to see the Grand Elder to have his inner power released. However, Vegeta senses them while they are flying toward the tower, and confronts them. Nail informs the trio of a powerful evil force approaching the planet. Vegeta knows it is the Ginyu Force, Frieza's five most elite henchmen. Reluctantly, Gohan and Krillin agree to ally with Vegeta to use the Dragon Balls to make Vegeta immortal so that he can defeat the Ginyu Force, and Frieza, more easily. Krillin, Gohan, and Vegeta rush to retrieve the Dragon Ball which Gohan had left with Bulma (who wonders why Vegeta stole the Dragon Ball) and meanwhile, the Ginyu Force lands on the planet and meets up with Frieza. Goku completes his training at 100-times Earth's gravity on the way to Namek and discovers his results are much more impressive than he anticipated. ",18-Oct-09,7-Jul-10,https://drive.google.com/file/d/1OsVpPvsDmX1xdA1LjtaCgKxaUnJN-gku/preview,41,3
29,First Up for the Ginyu Force! Guldo's Time Freeze!,30,"Vegeta, Krillin, and Gohan race to the remaining five Dragon Balls that Vegeta had hidden, in an attempt to grant Vegeta the wish of eternal life in order to stand a chance against the Ginyu Force. The Ginyu Force beats them there, and with speed and a time freeze, swipe the two remaining Dragon Balls. Captain Ginyu takes the seven Dragon Balls to Frieza, and allows the other members to play Rock-Paper-Scissors to decide who gets to fight who. Recoome wins a fight with Vegeta and Guldo wins a fight with Krillin and Gohan. Krillin and Gohan fight Guldo first. After realizing that they are no easy match for him, Guldo paralyzes the two with his ESP-based ""time freeze"" technique. Vegeta, however, kills Guldo before any harm is done to the Earthlings, so Recoome decides he's next to fight. Meanwhile, Goku is ten minutes away from landing on Namek. ",25-Oct-09,8-Jul-10,https://drive.google.com/file/d/1LSFUtzULjeAKyXBH7JdUEXV-EMIvD6cE/preview,41,3
30,"The Nightmare Recoome! Come Out and Play, Vegeta!",30,"Vegeta begins battling Recoome, the big brute of the Ginyu Force. While the Saiyan prince manages to get in a few good blows, ultimately Recoome doesn't seem to be suffering any damage. Gohan and Krillin enter battle after Vegeta becomes too badly injured to continue fighting, but quickly find themselves similarly beaten and outclassed by the hulking Ginyu Force member. Elsewhere, Frieza attempts to use the Dragon Balls but nothing happens, prompting him to leave Ginyu to guard the balls while he himself goes to look for Namekians to tell him how to activate the Dragon Balls so he can use a wish to become immortal. Just when all seems lost in Vegeta, Krillin and Gohan's fight with Recoome, Goku's Capsule Corporation ship finally touches down on Planet Namek. ",1-Nov-09,14-Jul-10,https://drive.google.com/file/d/1zFLx_VP1rNE5wWHdisd0wliEWf9c8yQc/preview,41,3
31,Goku Arrives At Last! Take Down the Ginyu Force!,30,"Goku enters the battle after giving Senzu beans to Krillin, Gohan, and Vegeta, and things quickly take a turn for the better. Recoome, charging up a deadly attack, is defeated by a single blow from Goku. Jeice and Burter leap into battle trying a variety of techniques - none of which have the least bit of effect on Goku. Burter is knocked out by a few swift attacks from Goku, as Jeice stares in awe at his latest opponent - having never faced someone so powerful. Vegeta comes to suspect that Goku has become the first ""Super Saiyan"" in over 1000 years, but has difficulty accepting the idea that a ""low-class"" Saiyan like Goku could become a Super Saiyan more easily than an ""elite-class"" warrior like himself. ",8-Nov-09,15-Jul-10,https://drive.google.com/file/d/1BmBzO4cdMWr0vPCr5URNvDa7Vqwa70Gv/preview,41,3
32,The Star Player Appears! Ginyu vs. Goku!,30,"Goku tells Jeice to take the beaten Recoome and Burter and leave the planet forever. Jeice flees to Captain Ginyu and tells him what has happened. Ginyu has Frieza's men bury the Dragon Balls then sets out with Jeice towards Goku. Meanwhile, Vegeta kills Burter and then Recoome. Also, Krillin and Gohan realize that Frieza is heading towards the Grand Elder in order to obtain the password to summon the Namekian Dragon. Shortly after this, Ginyu and Jeice arrive to battle Goku. Goku tells Krillin and Gohan to leave. Vegeta tricks Goku and flies away, leaving Goku to fight alone. Goku and Captain Ginyu fight, and after a while Ginyu asks Goku to release his true power. Goku abides and begins to power up via the Kaio-ken. ",15-Nov-09,21-Jul-10,https://drive.google.com/file/d/1iI5wlJw974iIbyFlNJVwyGeA22srlRle/preview,41,3
33,"Full Power, Goku! Captain Ginyu's Desperate Attack!",30,"Using the mighty Kaio-ken technique, Goku powers up to his maximum level - which is far greater than Ginyu expected. The captain can do nothing but tremble in fear at his more powerful opponent. The Grand Elder unlocks Dende's hidden powers and sends him off to meet the Earthlings - the Elder has realized the Earth warriors do not know how to use the Namekian Dragon Balls - and Nail begins battling Frieza to stall for time while Dende travels. While Frieza is clearly the stronger of the two, he is surprised at Nail's ability to regenerate lost limbs. Gohan and Krillin rescue Bulma from a dinosaur attack, and take the dragon radar to find where Frieza stashed the Dragon Balls. As the episode ends, Ginyu makes the strange move of wounding himself, and firing a strange beam at Goku. ",22-Nov-09,22-Jul-10,https://drive.google.com/file/d/1aNLbjfrZB4GYXSQVXOV8FUKTW0cbR5zS/preview,41,3
34,Surprise! Goku is Ginyu and Ginyu is Goku!?,30,"The beam Ginyu fires at Goku causes the two of them to switch bodies. Goku is now trapped in Ginyu's wounded body. Krillin and Gohan arrive at Frieza's ship and dig up the Dragon Balls. Ginyu, in Goku's body, and Jeice arrive back at the ship as well, but when Ginyu tries to power up his level is only 23,000, far less than the 180,000 level Goku had before the body switch. Realizing that great strength requires unity of mind and body, Goku (in Ginyu's body) arrives and shouts to Krillin and Gohan that they can easily defeat Ginyu. Vegeta kills Jeice and boasts that he is close to becoming a Super Saiyan. ",29-Nov-09,28-Jul-10,https://drive.google.com/file/d/1qDeOQ2jlIkmVf2Qp-sK-3DKNYDiZutyK/preview,41,3
35,Goku's Comeback! Call Forth Porunga!,30,"After killing Jeice, Vegeta sets his sights on Ginyu (still in Goku's body). Vegeta effortlessly pummels Ginyu, and an attempt by Ginyu to switch into Vegeta's body is thwarted by Goku who intercepts the beam, sending Ginyu and Goku back to their respective original bodies. Ginyu tries again to switch with Vegeta, but Goku, although wounded by Krillin and Gohan attacking his body when it was taken over by Ginyu, throws a Namekian frog in the path, resulting in Ginyu switching into the frog's body. With the Ginyu Force completely defeated, Vegeta places Goku in a rejuvenation chamber inside Frieza's spaceship, and gives battle armor to Krillin and Gohan. Krillin leaves to find the Grand Elder to learn the appropriate summoning ritual for the Namekian Dragon Balls. Krillin meets up with Dende on the way over, as Dende had been heading for the Earth team already. It is revealed that the summoning has to be done in the Namekian language, so Dende will act as the translator to summon the dragon and request the wishes. Meanwhile, Nail continues to fight Frieza to stall for the time needed for Dende to reach Krillin and Gohan. Nail eventually reveals this to Frieza after realizing he will never last if he continues; the enraged tyrant immediately charges back towards his spaceship to try to regain control of the Dragon Balls. Krillin, Gohan, and Dende take advantage of the fact that Vegeta is napping, and take the Dragon Balls away from the ship and successfully summon Porunga, the Eternal Dragon of Namek. ",6-Dec-09,29-Jul-10,https://drive.google.com/file/d/1mjH3vaE1VwF73Wtg_f6hH5BCrDha1gjj/preview,41,3
36,"Frieza Closes In! Mighty Porunga, Grant Our Wish!",30,"Krillin and Gohan discover that although the Namekian Dragon Balls can grant three wishes, they can resurrect only one person per wish, unlike the Earth's Dragon Balls. After consulting with their dead friends via King Kai's telepathic abilities, they use the first wish to revive Piccolo, which also brings Kami and the Earth's Dragon Balls back. They then use the second wish to teleport Piccolo to Namek so he can assist them in their fight with Frieza, but they are not specific enough in their wish; as a result Piccolo is indeed transported to Namek, but ends up quite a distance away from his friends and the imminent battle with Frieza. At this point Vegeta awakens and learns he's been duped, and speeds angrily to where Porunga is hovering over Namek. He is about to attack Krillin and Gohan until they tell him there is still one wish left; after some debate it is decided to let Vegeta use the wish to become immortal, as it seems to be the only possible way to defeat Frieza. Dende speaks the wish, but just before it can be granted, the Grand Elder dies and the Namekian Dragon Balls become useless; Porunga disintegrates and the balls turn to plain stone. Just as Vegeta thinks his luck couldn't get any worse, Frieza finally arrives, and is not happy at all that his own plans for immortality have been thwarted. ",13-Dec-09,6-Sep-10,https://drive.google.com/file/d/1hdEmlQeNcF8YpTFO4IF6RlwzagfHS_Qx/preview,41,3
37,A Nightmare Transformation! Frieza's Power Level-One Million!?,30,"Piccolo arrives on Planet Namek following being resurrected and wished there. He begins rushing towards the battlefield, and along the way encounters an ailing Nail, on the brink of death. Piccolo reluctantly performs Namekian fusion with Nail, which increases his power substantially, and begins rushing back to the battlefield. Meanwhile, Frieza, after battling the Earthlings and Vegeta in his first form, transforms to his second form following some goading from Vegeta - and this increases the tyrant's power level to over a million. With his increased power, Frieza charges at Krillin in the air, impaling him on one of his horns. ",20-Dec-09,20-Oct-10,https://drive.google.com/file/d/1mrF-GBKBLSbKvwkP-3PoQQXNeE2lAvPz/preview,41,3
38,Frieza Bares His Fangs! Gohan's Overwhelming Attack!,30,"After impaling Krillin, Frieza slings him into the water. Gohan rushes to rescue his friend, but his path is blocked by the tyrant. Gohan's rage from seeing a friend in pain gets the better of him, and he immediately starts unloading on Frieza, much to Vegeta's surprise; Vegeta had never seen how strong emotion dramatically increases Gohan's power levels. As Gohan knocks Frieza out of the air, Dende saves Krillin from drowning and heals him - this was one of his hidden powers that the Grand Elder had unlocked. Frieza charges towards Gohan to get his revenge, only to be blasted in the back by Vegeta - which, to the Saiyan prince's disappointment, does absolutely nothing. Frieza begins thrashing Gohan, but is rescued by the healed Krillin, who distracts the tyrant with numerous attacks and escapades - buying just enough time for Dende to heal Gohan. It becomes clear that Frieza outclasses them all, so the three warriors begin blasting him with everything they've got. Once again, it has no effect, but as they are about to charge him in their moment of desperation, Piccolo finally arrives on the battlefield, announcing that he will be the one to win the battle.",27-Dec-09,21-Oct-10,https://drive.google.com/file/d/1ncoHnCY38zkKPQb3hwAs2r7pQ45AedjN/preview,41,3
39,Piccolo Reborn! Frieza's Second Transformation,30,"Fortified by his combining with Nail, Piccolo begins battling Frieza - and surprisingly manages to hold his own. The two exchange blows pretty evenly for a good portion of the fight. Piccolo eventually realizes Frieza slightly holds the upper hand, so Piccolo removes his weighted training clothing and begins winning against the tyrant. Frieza finds himself backed into a corner, so he decides it is best to transform again to fight Piccolo. Becoming his grotesque, ugly third form, Frieza once again gains the upper hand and begins obliterating Piccolo with a rapid finger beam blast. Gohan rushes to rescue his mentor, and when Krillin tries to follow suit, Vegeta stops him - revealing to Krillin that he may have a strategy that will allow him to defeat the tyrant. ",10-Jan-10,27-Oct-10,https://drive.google.com/file/d/149EBRsqj78TwvVDXcAHHSm_DmPdVvAH2/preview,41,3
40,Frieza's Final Transformation: The Ultimate Nightmare Begins,30,"Frieza dodges Gohan's attack but quickly finds himself on the receiving end once again - the young half Saiyan unleashes a massive ki blast that even the tyrant himself has difficulty deflecting. Frieza then decides to transform to his fourth form - the final and most powerful. Vegeta's plan to defeat Frieza involves having himself mortally wounded and then being healed by Dende - which the Saiyan prince achieves by having Krillin shoot a ki blast through his chest. Vegeta has realized that each time a Saiyan is badly injured, his power level will increase substantially after he is healed. Vegeta lowers his shields to allow Krillin's attack to succeed, and Krillin proceeds to deliver a devastating blow to Vegeta. What nobody realizes is that Dende has no interest in healing Vegeta; Dende runs from Vegeta and instead heals Piccolo, who eventually convinces him to heal Vegeta as well. Frieza eventually reaches his final form, and immediately kills Dende with his Death Beam technique - having witnessed his healing abilities while transforming, Frieza realizes this may be the key to defeating the others. Krillin, Gohan, and Piccolo go on the attack but the tyrant dodges every single attack they throw his way. Vegeta watches them fight from a hill, preparing to charge up to his newfound power level as Gohan finds himself on a direct collision course with another one of Frieza's blasts. ",17-Jan-10,28-Oct-10,https://drive.google.com/file/d/13rXGtRG6XeIgkh_Lo11_qBDyH88JfKw4/preview,41,3
41,The Moment of Truth Approaches! Goku Back in Action!,30,"Vegeta intervenes, using his newfound power and speed to rescue Gohan from Frieza's blast. While Gohan is grateful, Vegeta tells him he doesn't care about him as a person and only did it as a demonstration of his abilities - now that he has declared himself a Super Saiyan. The Saiyan prince powers up to unbelievable levels of strength, which leave Gohan, Krillin, and Piccolo in awe - but no matter how much he powers up, and how many deadly attacks he dishes out, Frieza dodges and deflects everything. Vegeta quickly finds himself on the wrong end of the tyrant's attacks, and is quickly beaten once he realizes he has not actually achieved Super Saiyan status. Gohan attempts to help but is stopped by Piccolo, who says Gohan would not be able to do anything anyway. However, just as all hope seems lost, Goku emerges from the rejuvenation chamber inside Frieza's spaceship - fully recovered and with his power once again increased beyond his expectations. ",24-Jan-10,3-Nov-10,https://drive.google.com/file/d/1gv4fmJIIPEPG0rOmlTzlCxZ6KvH2Kzzg/preview,41,3
42,"Defeat Frieza, Goku! The Tears of the Proud Saiyan Prince!",30,"Vegeta is no match for Frieza and is quickly incapacitated. Piccolo, Gohan and Krillin are forced to stand idly by while Frieza continues to thrash the Saiyan prince. However, Goku finally arrives at the battlefield and confronts the tyrant. Surprisingly, Frieza finds Goku's appearance very familiar. When Vegeta mocks Frieza, saying that Goku is the ""real"" Super Saiyan, the tyrant fires his Death Beam through Vegeta's heart, giving him just seconds to live. Before his death, Vegeta informs Goku that Frieza was responsible for the destruction of the Saiyan planet and the entire Saiyan race; Vegeta begs Goku to defeat the tyrant and avenge their people, and even sheds true tears, which greatly moves Goku. Goku then makes a grave and buries Vegeta, before setting his sights on Frieza himself - vowing that he will defeat the merciless tyrant. ",31-Jan-10,4-Nov-10,https://drive.google.com/file/d/1NkV1tf19nnl9_Y1N5b2f5A7CxWWbVFSO/preview,41,3
